,f,m,cbse,icse,na,state,cbse,icse,na,state,B.Tech/B.E.,M.Sc. (Tech.),M.Tech./M.E.,MCA,computer,mechanical,biotechnology,science,applied,instrumentation,electronics,electrical,application,production,information,telecommunications,technology,civil,industrial,control,engineering,other,Andhra Pradesh,Assam,Bihar,Chhattisgarh,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,Meghalaya,Orissa,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Union Territory,Uttar Pradesh,Uttarakhand,West Bengal,myDOB,12age,gradage,GraduationYear,12graduation,10percentage,12percentage,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
2355,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,18,22,2013,2009,81.4,82.8,2,73.5,0,465,580,680,0.990008757,655,0,0,0,0,0,0,-0.8772,-1.1196,0.3174,1.0333,-0.0943,380000
2356,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,19,23,2013,2009,70.56,57.58,2,58,0,405,385,265,0.080055281,375,0,253,0,0,0,0,0.8463,-1.1196,-2.4491,0.653,-0.6692,150000
2357,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1991,18,22,2013,2009,81.2,85.1,2,85.1,0,590,610,590,0.824666401,0,400,0,0,0,446,0,-0.5719,0.0328,-0.8157,0.4148,-0.6035,370000
2358,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1985,18,25,2010,2003,65.2,60.4,2,65,0,455,485,645,0.765673581,485,0,0,0,0,0,0,0.2009,0.0328,1.2525,-0.8778,0.0284,420000
2359,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,82.2,76,2,76.62,0,450,450,365,0.356536488,395,0,346,0,0,0,0,1.8517,1.3779,0.01,-0.995,1.0554,180000
2360,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,17,21,2011,2007,71,70,2,74,0,495,635,375,0,0,0,0,0,0,0,0,-1.6924,1.1248,-1.2148,1.0611,-0.1295,265000
2361,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,17,21,2014,2010,85.16,85.9,2,81,0,465,510,570,0,525,0,0,0,0,0,0,0.7027,0.0459,0.4711,-0.995,1.247,360000
2362,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,18,22,2012,2008,77.7,64.1,2,76.2,1,475,385,405,0.377551419,375,0,0,0,0,0,0,-2.5811,-1.0593,-0.0537,1.11983,-0.2875,105000
2363,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,20,23,2011,2008,90,79.1,2,75.45,0,425,325,505,0.654107475,375,266,0,420,0,0,380,1.9011,0.8128,0.2366,-1.8179,-1.5513,440000
2364,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,82,78,2,64,0,395,495,575,0.991397584,0,516,438,0,0,0,0,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,265000
2365,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,17,22,2010,2005,82.26,81.33,2,78.9,0,515,575,525,0.824666401,0,400,0,0,0,0,0,1.1283,1.1248,1.2525,1.5899,1.1343,310000
2366,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,17,21,2014,2010,92.8,91.83,2,70.9,0,595,480,645,0.942116551,575,0,0,0,0,0,0,-0.3027,0.7119,0.01,-0.3612,0.0973,220000
2367,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,79,79.4,2,68.58,0,510,560,720,0.45901584,355,0,0,376,0,0,0,0.2718,-0.2871,-0.6048,1.1601,-1.6273,115000
2368,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,87.4,90.2,1,76.1,1,535,485,560,0.744758354,535,0,438,0,0,0,0,-0.3027,-0.4536,-0.4511,-0.2344,0.4805,350000
2369,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,16,21,2010,2005,62,62,2,74,0,525,615,605,0.635978756,445,0,0,0,0,0,0,0.0464,-0.4353,0.0914,0.1798,-0.4455,480000
2370,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,18,22,2012,2008,75,62.8,2,64.7,0,555,625,535,0.124502074,0,233,0,0,0,0,0,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035,360000
2371,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,73.8,68.8,2,75.14,1,545,350,210,0.694479328,435,366,346,0,0,0,0,0.7027,-0.4536,0.7785,0.0192,-1.8189,300000
2372,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,88.6,94.7,2,75.4,0,465,570,520,0.911395278,635,0,500,0,0,0,0,1.5644,1.2114,-0.7585,-2.136,-1.4356,400000
2373,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,87.4,83.4,2,73.8,0,625,585,695,0.414337426,0,0,0,366,0,0,0,-0.3027,0.5454,0.4711,0.5262,0.8637,600000
2374,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,18,22,2013,2009,71.13,66,2,77.7,1,345,495,575,0.985461394,0,500,0,0,0,0,0,0.8463,0.0459,1.0859,0.2727,1.6302,120000
2375,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,18,23,2013,2008,65.66,71.66,2,65,0,570,510,470,0.694479328,0,366,0,0,0,393,0,1.1336,1.7109,0.3174,-2.2627,1.4386,180000
2376,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,23,2013,2008,85.6,76.4,1,80.26,1,660,645,695,0.901489571,545,0,0,0,0,0,0,1.1336,0.8784,0.7785,-0.2344,0.4805,375000
2377,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1991,17,22,2013,2008,80,77,2,75,0,545,555,765,0.824666401,0,400,0,0,0,206,0,-2.8879,-4.2831,-3.2176,-1.1218,-5.4595,335000
2378,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,77.8,79.2,2,73.3,0,405,525,415,0.649389715,355,356,0,0,0,0,0,0.2718,0.0459,-0.6048,-0.1076,0.0973,300000
2379,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1989,19,23,2012,2008,57,63,2,61.02,0,350,290,495,0.486747008,415,0,376,0,0,0,0,0.8463,-0.4536,-0.7585,-0.2344,1.0554,105000
2380,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,17,22,2012,2007,82,53,2,71,0,275,395,555,0.490636956,0,0,0,383,0,0,0,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,320000
2381,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,17,21,2010,2006,85,93.8,2,68.5,0,615,385,645,0.165633092,305,0,0,0,0,0,0,-1.3025,-0.1374,0.672,0.1477,-0.2875,505000
2382,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,16,23,2011,2004,71.71,74,1,63.6,0,445,485,665,0.765673581,485,0,0,0,0,0,0,-1.6538,1.2808,-0.7794,-1.4653,-1.0774,400000
2383,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1993,17,21,2014,2010,86.37,80.5,2,79.98,0,570,410,500,0,495,0,0,0,0,0,0,0.5591,0.5454,-0.1437,-2.3895,1.0554,505000
2384,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,18,22,2013,2009,88.57,91,2,76.32,0,650,695,705,0.901489571,545,0,0,0,0,0,0,-0.4173,-0.0842,-0.598,-0.7603,-0.6035,930000
2385,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,92.8,74.6,2,76,0,805,595,585,0.144789889,404,0,284,0,0,0,0,1.1336,0.8784,0.1637,-1.2486,0.0973,325000
2386,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,88.6,88.93,2,69.12,0,655,565,524,0.81941653,505,0,0,0,0,0,0,-2.1561,-0.2793,-1.0697,0.973,-0.7615,505000
2387,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,17,21,2013,2009,79.2,76.6,1,70,1,545,560,665,0.884122512,535,0,0,0,0,0,0,0.99,1.0449,0.1637,-0.8682,0.2889,330000
2388,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1989,18,22,2011,2007,86,83.8,2,71.4,0,445,675,655,0.992259189,665,0,0,0,0,0,0,0.51,0.6568,-1.6502,-0.2902,-0.7615,505000
2389,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,18,22,2010,2006,59.05,46.33,2,65,0,324,385,375,0.206710618,215,0,0,313,0,0,0,-2.4266,-1.3713,-1.7954,0.8848,-1.0774,180000
2390,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,17,21,2010,2006,86,95,2,72,0,355,405,585,0.229481755,395,266,0,0,0,0,0,0.0464,0.0328,-0.9245,-0.6428,-1.2354,530000
2391,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,17,22,2013,2008,85.2,73.2,2,76.36,0,695,500,750,0.983749967,635,0,0,0,0,0,0,0.8463,0.2124,-0.1437,-0.6147,0.8637,350000
2392,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,18,23,2013,2008,81,83.6,2,79.9,1,555,580,470,0.655766943,0,0,0,0,0,366,0,1.5644,1.3779,-0.1437,-1.5021,0.8637,240000
2393,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989,17,21,2010,2006,83.8,75.2,2,66.61,0,525,395,575,0.694479328,365,366,0,0,0,0,0,-1.1901,0.1888,-0.7794,1.1199,-1.3934,650000
2394,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,18,22,2012,2008,89.4,86.4,2,72.62,0,485,445,595,0.229481755,0,266,0,0,0,0,0,0.51,0.1498,0.2729,1.8249,0.1864,345000
2395,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,19,24,2014,2009,85.6,84.4,2,71.8,0,755,425,605,0.899843844,544,0,0,0,0,0,0,-1.4517,-0.1206,-0.1437,-0.8682,-3.3518,400000
2396,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,22,2013,2009,83.4,80.4,2,74.5,0,570,495,405,0.783303537,0,388,0,0,0,0,0,-2.8879,-4.7826,-3.2176,-0.4879,-5.8428,240000
2397,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,18,23,2011,2006,63,56,2,61.4,0,445,445,515,0.124502074,375,233,0,0,0,393,0,0.0464,-1.0905,1.6484,0.219,1.0395,390000
2398,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991,18,21,2012,2009,76,88,2,72.72,0,355,425,385,0.704090412,465,0,0,0,0,0,0,1.2828,0.8128,0.5269,-0.40777,0.5419,400000
2399,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,18,23,2014,2009,92.6,91.6,1,79.74,1,710,560,590,0.649389715,475,356,0,0,0,0,0,1.4208,1.2114,-0.2974,-1.6289,0.6721,325000
2400,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1988,18,23,2011,2006,89,75,2,76.6,0,545,445,625,0.376059587,395,300,0,0,0,340,0,0.6646,-0.7473,-1.5051,1.1199,-0.1295,490000
2401,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991,19,23,2014,2010,80.33,81,2,78.5,0,385,595,440,0.88162007,0,420,0,0,0,0,0,-0.0154,0.5454,1.2396,-0.1076,-0.2859,310000
2402,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,19,23,2010,2006,52,55,2,68,1,345,455,335,0.24545566,335,333,0,0,0,0,0,-1.3447,-0.1232,0.2366,1.4724,0.1864,550000
2403,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1991,18,22,2013,2009,80,90,2,79,1,465,410,530,0.824666401,0,400,0,0,0,366,0,0.7027,0.7119,-3.3713,0.2727,0.4805,250000
2404,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,17,22,2014,2009,80,80.6,2,71.9,0,420,545,495,0.842248322,415,0,469,0,0,0,0,1.2772,0.0459,0.9322,-1.6289,0.8637,300000
2405,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,17,22,2013,2008,66,64,2,68,0,590,630,780,0.229481755,0,266,0,0,0,0,0,0.5591,0.8784,-0.7585,0.5262,-0.4776,350000
2406,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,17,21,2010,2006,79.66,87,2,74.1,0,525,475,505,0.304510914,0,0,0,340,0,0,0,-0.881,-0.6693,-0.7068,0.06223,-0.1295,300000
2407,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,17,21,2013,2009,89.39,94.17,2,75.46,0,500,645,665,0.661834476,515,0,0,0,446,0,0,-0.7335,0.2124,0.01,-0.3612,0.2889,210000
2408,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992,18,22,2014,2010,86.6,88.5,2,67.17,1,465,510,520,0,465,0,0,0,0,0,0,0.7027,0.3789,0.01,0.0192,-0.0943,325000
2409,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984,18,25,2009,2002,77,66,2,70,0,335,355,295,0.793580615,495,0,0,0,0,0,0,0.0464,0.5008,-0.0537,-0.4078,0.6603,680000
2410,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1989,17,23,2012,2006,66.8,56,2,52,1,465,435,555,0.793580615,495,0,0,0,0,0,0,-0.1082,0.6568,0.0914,-1.1128,-0.6035,90000
2411,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,19,23,2013,2009,81.6,81.8,2,65.2,1,545,620,885,0.979521744,625,0,0,0,0,0,0,0.99,1.3779,-0.1437,-0.8682,1.247,390000
2412,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,18,22,2010,2006,86,70,2,68.31,0,375,365,465,0.755375121,305,0,0,446,0,0,0,0.9737,-1.5273,0.672,-0.0552,-1.2354,1000000
2413,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991,17,24,2015,2008,74.67,69.5,2,69,1,545,545,435,0,285,0,0,0,0,0,0,1.592,0.7348,0.4906,-0.9953,0.1864,150000
2414,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,17,21,2013,2009,85,72,2,69.8,0,745,650,655,0,445,0,0,0,0,0,0,1.7081,1.5444,0.9322,-2.2627,0.6721,220000
2415,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,19,23,2013,2009,73.2,74.3,2,65,0,475,495,415,0.765673581,485,0,0,0,0,0,0,1.2772,0.7119,-0.4511,-1.2486,-0.0943,220000
2416,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,78,50,2,61,0,375,425,315,0.377551419,375,0,0,0,0,0,0,0.6646,0.8128,-0.344,0.4148,-0.406,300000
2417,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,19,23,2014,2010,68.5,64.5,2,70.3,1,605,540,465,0.953899775,445,0,530,0,0,0,0,0.8463,0.5454,0.7785,-1.5021,-0.2859,305000
2418,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,17,21,2012,2008,72,70,2,70,0,420,470,430,0.744758354,505,0,438,0,0,0,0,1.9953,0.0459,-0.1437,0.5262,0.6721,140000
2419,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,18,22,2014,2010,95.54,90,1,59,1,465,610,530,0.255778194,355,0,0,0,0,0,292,-1.0208,-0.6201,0.6248,1.1601,-0.2859,345000
2420,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,18,22,2012,2008,90,88.2,2,69,0,485,535,475,0.563267824,425,0,0,0,0,0,0,-0.7264,-0.9033,-1.3599,-0.1727,-0.4455,105000
2421,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,17,21,2011,2007,75.4,75.6,2,80.7,0,625,515,535,0.635978756,445,0,0,0,0,0,0,0.3555,1.1248,0.672,0.5323,1.4502,240000
